SourceFile,Executable,RunCount,LastRun,AllRunTimes,FilesLoaded
AM_DELTA.EXE-78CA83B0.pf,AM_DELTA.EXE,1,2020-09-18 22:44:32.551352,2020-09-18 22:44:32.551352; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,13
APPLICATIONFRAMEHOST.EXE-8CE9A1EE.pf,APPLICATIONFRAMEHOST.EXE,7,2020-09-19 01:07:38.271391,2020-09-19 01:07:38.271391; 2020-09-18 23:00:03.062904; 2020-09-18 22:52:52.378024; 2020-09-18 22:47:02.955786; 2020-09-18 22:44:35.972958; 2020-09-18 21:40:35.830068; 2020-09-18 05:51:11.174443; 1601-01-01 00:00:00,77
AUDIODG.EXE-AB22E9A6.pf,AUDIODG.EXE,8,2020-09-19 05:18:45.487572,2020-09-19 05:18:45.487572; 2020-09-19 05:08:58.718968; 2020-09-19 03:46:58.754626; 2020-09-19 03:39:08.062918; 2020-09-19 01:08:14.957884; 2020-09-18 23:00:32.851220; 2020-09-18 21:41:40.189084; 2020-09-18 05:47:32.405034,79
BACKGROUNDTASKHOST.EXE-0BC8566F.pf,BACKGROUNDTASKHOST.EXE,1,2020-09-18 23:01:20.209462,2020-09-18 23:01:20.209462; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,40
BACKGROUNDTASKHOST.EXE-11E39F86.pf,BACKGROUNDTASKHOST.EXE,3,2020-09-19 03:39:11.082106,2020-09-19 03:39:11.082106; 2020-09-18 23:00:35.804656; 2020-09-18 22:47:03.346471; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,52
BACKGROUNDTASKHOST.EXE-616CC033.pf,BACKGROUNDTASKHOST.EXE,3,2020-09-19 03:36:37.988411,2020-09-19 03:36:37.988411; 2020-09-18 22:44:26.407135; 2020-09-18 05:50:06.080718; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,158
BACKGROUNDTASKHOST.EXE-74EF8E2C.pf,BACKGROUNDTASKHOST.EXE,6,2020-09-18 22:46:53.488868,2020-09-18 22:46:53.488868; 2020-09-18 22:46:53.175712; 2020-09-18 22:44:30.299579; 2020-09-18 22:44:29.768270; 2020-09-18 05:50:13.268360; 2020-09-18 05:50:12.143417; 1601-01-01 00:00:00; 1601-01-01 00:00:00,83
BACKGROUNDTASKHOST.EXE-AFDB9C9D.pf,BACKGROUNDTASKHOST.EXE,1,2020-09-18 23:01:18.803799,2020-09-18 23:01:18.803799; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,38
BACKGROUNDTASKHOST.EXE-C7D25CAC.pf,BACKGROUNDTASKHOST.EXE,2,2020-09-18 22:47:03.268260,2020-09-18 22:47:03.268260; 2020-09-18 22:44:36.409988; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,49
BACKGROUNDTASKHOST.EXE-C84D46ED.pf,BACKGROUNDTASKHOST.EXE,1,2020-09-18 23:00:46.556998,2020-09-18 23:00:46.556998; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,34
BACKGROUNDTRANSFERHOST.EXE-621DBAF8.pf,BACKGROUNDTRANSFERHOST.EXE,1,2020-09-18 23:02:47.321443,2020-09-18 23:02:47.321443; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,45
BACKGROUNDTRANSFERHOST.EXE-729FA41A.pf,BACKGROUNDTRANSFERHOST.EXE,3,2020-09-19 05:10:09.565750,2020-09-19 05:10:09.565750; 2020-09-19 03:52:09.333587; 2020-09-19 03:16:11.358379; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,49
BACKGROUNDTRANSFERHOST.EXE-F7F15BDD.pf,BACKGROUNDTRANSFERHOST.EXE,4,2020-09-19 05:10:45.771452,2020-09-19 05:10:45.771452; 2020-09-19 05:10:45.569016; 2020-09-19 05:10:43.880728; 2020-09-19 05:10:43.615129; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,50
BROWSER_BROKER.EXE-EEC8D935.pf,BROWSER_BROKER.EXE,8,2020-09-19 03:44:53.113586,2020-09-19 03:44:53.113586; 2020-09-19 03:40:01.441360; 2020-09-19 01:07:38.662063; 2020-09-18 23:09:47.421546; 2020-09-18 23:00:03.421893; 2020-09-18 22:47:03.190073; 2020-09-18 21:40:36.564373; 2020-09-18 05:51:12.158854,69
BYTECODEGENERATOR.EXE-FB938A53.pf,BYTECODEGENERATOR.EXE,4,2020-09-19 03:16:37.141781,2020-09-19 03:16:37.141781; 2020-09-18 21:41:54.907126; 2020-09-18 21:41:45.266665; 2020-09-18 05:50:00.221458; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,46
CHXSMARTSCREEN.EXE-D6E6DEB7.pf,CHXSMARTSCREEN.EXE,1,2020-09-19 03:40:46.035506,2020-09-19 03:40:46.035506; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,137
CMD.EXE-0BD30981.pf,CMD.EXE,9,2020-09-19 05:08:37.532877,2020-09-19 05:08:37.532877; 2020-09-19 03:43:14.990879; 2020-09-19 03:41:06.535420; 2020-09-19 03:13:21.050747; 2020-09-19 01:08:19.954095; 2020-09-19 01:07:56.584294; 2020-09-18 22:53:11.065740; 2020-09-18 22:53:11.081569,25
COMREG.EXE-B18E07FD.pf,COMREG.EXE,1,2020-09-18 05:53:50.757122,2020-09-18 05:53:50.757122; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,29
CONHOST.EXE-0C6456FB.pf,CONHOST.EXE,19,2020-09-19 05:08:37.546954,2020-09-19 05:08:37.546954; 2020-09-19 04:30:13.465267; 2020-09-19 03:41:06.566426; 2020-09-19 03:29:59.701428; 2020-09-19 03:16:20.530634; 2020-09-19 03:13:21.363364; 2020-09-19 03:13:21.082185; 2020-09-19 01:34:09.779266,81
CONSENT.EXE-40419367.pf,CONSENT.EXE,8,2020-09-19 05:09:54.089279,2020-09-19 05:09:54.089279; 2020-09-19 01:08:14.801420; 2020-09-18 22:54:24.941479; 2020-09-18 22:53:03.456495; 2020-09-18 21:41:42.408537; 2020-09-18 04:58:06.095166; 2020-09-18 05:56:52.674921; 2020-09-18 05:52:01.031638,157
CONTROL.EXE-6EA5489A.pf,CONTROL.EXE,2,2020-09-18 21:41:18.258881,2020-09-18 21:41:18.258881; 2020-09-18 05:56:45.894140; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,76
COREUPDATER.EXE-157C54BB.pf,COREUPDATER.EXE,1,2020-09-19 03:40:49.410320,2020-09-19 03:40:49.410320; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,51
CSRSS.EXE-F3C368CB.pf,CSRSS.EXE,5,2020-09-19 03:36:23.016226,2020-09-19 03:36:23.016226; 2020-09-19 03:17:00.843595; 2020-09-18 22:52:31.253257; 2020-09-18 22:45:55.988437; 2020-09-18 05:49:38.565083; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,53
CTFMON.EXE-795F8130.pf,CTFMON.EXE,3,2020-09-19 03:15:59.374176,2020-09-19 03:15:59.374176; 2020-09-18 22:52:54.175579; 2020-09-18 22:46:41.660168; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,59
DASHOST.EXE-4B84F273.pf,DASHOST.EXE,1,2020-09-18 04:58:09.423309,2020-09-18 04:58:09.423309; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,49
DEFRAG.EXE-3D9E8D72.pf,DEFRAG.EXE,1,2020-09-19 01:34:09.779266,2020-09-19 01:34:09.779266; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,32
DLLHOST.EXE-15CDDA9C.pf,DLLHOST.EXE,7,2020-09-19 03:39:04.238600,2020-09-19 03:39:04.238600; 2020-09-19 03:16:14.486824; 2020-09-19 01:08:12.240231; 2020-09-18 22:53:55.034290; 2020-09-18 21:41:07.209842; 2020-09-18 05:53:58.882521; 2020-09-18 05:47:31.186346; 1601-01-01 00:00:00,68
DLLHOST.EXE-4427C062.pf,DLLHOST.EXE,2,2020-09-18 22:47:40.690259,2020-09-18 22:47:40.690259; 2020-09-18 05:47:38.828331; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,44
DLLHOST.EXE-4B6CB38A.pf,DLLHOST.EXE,10,2020-09-19 03:36:33.427041,2020-09-19 03:36:33.427041; 2020-09-18 22:47:02.924663; 2020-09-18 22:44:35.942057; 2020-09-18 05:51:20.299533; 2020-09-18 05:49:56.003473; 2020-09-18 05:49:12.520037; 2020-09-18 05:48:47.267694; 2020-09-18 05:48:09.272377,74
DLLHOST.EXE-4F1B3E7E.pf,DLLHOST.EXE,1,2020-09-18 05:47:27.045624,2020-09-18 05:47:27.045624; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,43
DLLHOST.EXE-5DC108BA.pf,DLLHOST.EXE,1,2020-09-19 05:09:52.276848,2020-09-19 05:09:52.276848; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,65
DLLHOST.EXE-6389524F.pf,DLLHOST.EXE,3,2020-09-19 03:36:24.754159,2020-09-19 03:36:24.754159; 2020-09-18 22:46:40.081831; 2020-09-18 05:49:09.307382; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,39
DLLHOST.EXE-8A53FEB5.pf,DLLHOST.EXE,1,2020-09-18 04:58:06.610913,2020-09-18 04:58:06.610913; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,44
DLLHOST.EXE-960426D8.pf,DLLHOST.EXE,1,2020-09-18 05:47:26.890448,2020-09-18 05:47:26.890448; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,40
DLLHOST.EXE-A010D183.pf,DLLHOST.EXE,2,2020-09-18 05:52:34.525553,2020-09-18 05:52:34.525553; 2020-09-18 05:52:13.822503; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,28
DLLHOST.EXE-ACFEFA21.pf,DLLHOST.EXE,2,2020-09-18 21:40:36.861281,2020-09-18 21:40:36.861281; 2020-09-18 05:49:49.174411; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,92
DLLHOST.EXE-BF54A4C5.pf,DLLHOST.EXE,1,2020-09-18 05:56:53.142660,2020-09-18 05:56:53.142660; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,107
DLLHOST.EXE-C60C3853.pf,DLLHOST.EXE,2,2020-09-19 03:36:32.348563,2020-09-19 03:36:32.348563; 2020-09-18 05:47:53.499686; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,28
DLLHOST.EXE-E9BDD97B.pf,DLLHOST.EXE,16,2020-09-19 05:09:05.751451,2020-09-19 05:09:05.751451; 2020-09-19 03:44:53.754224; 2020-09-19 03:39:04.207371; 2020-09-19 03:16:14.374344; 2020-09-19 01:08:12.177704; 2020-09-18 23:09:48.139994; 2020-09-18 23:01:47.455238; 2020-09-18 23:01:40.105989,27
DRVINST.EXE-39D9EAC7.pf,DRVINST.EXE,11,2020-09-19 05:08:58.875829,2020-09-19 05:08:58.875829; 2020-09-18 05:53:22.353627; 2020-09-18 05:53:21.306549; 2020-09-18 05:53:19.868912; 2020-09-18 05:53:18.072340; 2020-09-18 05:53:13.931433; 2020-09-18 05:53:13.410136; 2020-09-18 05:53:12.525096,125
DWM.EXE-314E93C5.pf,DWM.EXE,5,2020-09-19 03:36:23.328437,2020-09-19 03:36:23.328437; 2020-09-19 03:17:01.061778; 2020-09-18 22:52:31.487611; 2020-09-18 22:45:56.175548; 2020-09-18 05:49:38.972267; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,121
EXPLORER.EXE-D5E97654.pf,EXPLORER.EXE,5,2020-09-19 05:08:16.249686,2020-09-19 05:08:16.249686; 2020-09-19 03:15:59.905420; 2020-09-18 22:46:41.363772; 2020-09-18 21:41:18.415473; 2020-09-18 05:56:46.595750; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,638
FILESYNCCONFIG.EXE-17AB0230.pf,FILESYNCCONFIG.EXE,1,2020-09-18 22:44:57.519292,2020-09-18 22:44:57.519292; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,53
FILESYNCCONFIG.EXE-2A1D7AE2.pf,FILESYNCCONFIG.EXE,1,2020-09-18 22:47:48.347195,2020-09-18 22:47:48.347195; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,49
FILESYNCCONFIG.EXE-3C280014.pf,FILESYNCCONFIG.EXE,1,2020-09-18 05:56:29.939889,2020-09-18 05:56:29.939889; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,55
FILESYNCCONFIG.EXE-56B37223.pf,FILESYNCCONFIG.EXE,1,2020-09-18 22:45:24.253958,2020-09-18 22:45:24.253958; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,51
FILESYNCCONFIG.EXE-701A6267.pf,FILESYNCCONFIG.EXE,1,2020-09-19 03:37:33.988200,2020-09-19 03:37:33.988200; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,51
FILESYNCCONFIG.EXE-7B307007.pf,FILESYNCCONFIG.EXE,1,2020-09-18 21:41:09.883845,2020-09-18 21:41:09.883845; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,50
FILESYNCCONFIG.EXE-EB150AEF.pf,FILESYNCCONFIG.EXE,1,2020-09-18 22:47:21.706099,2020-09-18 22:47:21.706099; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,51
FIRSTLOGONANIM.EXE-FA0BF656.pf,FIRSTLOGONANIM.EXE,2,2020-09-18 22:46:41.519359,2020-09-18 22:46:41.519359; 2020-09-18 05:49:39.268438; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,106
FODHELPER.EXE-7F1ED892.pf,FODHELPER.EXE,1,2020-09-18 05:49:10.950418,2020-09-18 05:49:10.950418; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,26
FONTDRVHOST.EXE-8152304A.pf,FONTDRVHOST.EXE,5,2020-09-19 03:36:23.328437,2020-09-19 03:36:23.328437; 2020-09-19 03:17:01.093169; 2020-09-18 22:52:31.503539; 2020-09-18 22:45:56.191442; 2020-09-18 05:49:38.972267; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,35
FSQUIRT.EXE-A8FF1DEB.pf,FSQUIRT.EXE,1,2020-09-18 05:51:22.908917,2020-09-18 05:51:22.908917; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,66
FTK IMAGER.EXE-E67CC266.pf,FTK IMAGER.EXE,1,2020-09-19 05:09:56.191578,2020-09-19 05:09:56.191578; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,151
GENVALOBJ.EXE-12FC6795.pf,GENVALOBJ.EXE,1,2020-09-18 04:58:07.579389,2020-09-18 04:58:07.579389; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,66
GPUPDATE.EXE-7EBA4B6F.pf,GPUPDATE.EXE,6,2020-09-19 04:30:13.465267,2020-09-19 04:30:13.465267; 2020-09-19 03:29:59.701428; 2020-09-19 03:16:20.516668; 2020-09-19 03:16:20.516668; 2020-09-19 03:13:21.317116; 2020-09-19 01:32:08.986730; 1601-01-01 00:00:00; 1601-01-01 00:00:00,22
IPCONFIG.EXE-BFEC2AD0.pf,IPCONFIG.EXE,1,2020-09-19 03:13:21.332097,2020-09-19 03:13:21.332097; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,17
LOCALBRIDGE.EXE-60F55773.pf,LOCALBRIDGE.EXE,2,2020-09-18 22:53:52.971873,2020-09-18 22:53:52.971873; 2020-09-18 21:41:55.500880; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,151
LOGONUI.EXE-F639BD7E.pf,LOGONUI.EXE,9,2020-09-19 03:52:12.317605,2020-09-19 03:52:12.317605; 2020-09-19 03:36:23.281541; 2020-09-19 03:17:01.046192; 2020-09-19 03:16:59.249741; 2020-09-18 22:52:31.456097; 2020-09-18 22:52:30.051351; 2020-09-18 22:45:56.144538; 2020-09-18 22:45:54.724007,201
LPREMOVE.EXE-570BDFF7.pf,LPREMOVE.EXE,1,2020-09-18 05:47:54.624641,2020-09-18 05:47:54.624641; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,14
MICROSOFTEDGE.EXE-F63C1488.pf,MICROSOFTEDGE.EXE,7,2020-09-19 03:44:52.957709,2020-09-19 03:44:52.957709; 2020-09-19 01:07:38.302517; 2020-09-18 23:09:47.312188; 2020-09-18 23:00:03.031388; 2020-09-18 22:52:52.409553; 2020-09-18 22:47:02.971553; 2020-09-18 21:40:35.767511; 1601-01-01 00:00:00,239
MICROSOFTEDGECP.EXE-87A5AEE5.pf,MICROSOFTEDGECP.EXE,15,2020-09-19 03:44:53.285544,2020-09-19 03:44:53.285544; 2020-09-19 03:39:12.395953; 2020-09-19 03:39:03.302239; 2020-09-18 23:08:44.642432; 2020-09-18 23:01:49.377365; 2020-09-18 23:01:47.190156; 2020-09-18 23:01:04.490759; 2020-09-18 23:00:49.431312,669
MICROSOFTEDGESH.EXE-441EEE8F.pf,MICROSOFTEDGESH.EXE,3,2020-09-19 03:44:53.270451,2020-09-19 03:44:53.270451; 2020-09-18 23:09:47.609033; 2020-09-18 22:44:37.238228; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,64
MOBSYNC.EXE-B307E1CC.pf,MOBSYNC.EXE,4,2020-09-19 05:08:26.719378,2020-09-19 05:08:26.719378; 2020-09-19 03:16:10.811527; 2020-09-18 22:52:57.471920; 2020-09-18 05:51:25.959472; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,45
