SourceFile,Executable,RunCount,LastRun,AllRunTimes,FilesLoaded
SECURITYHEALTHHOST.EXE-06344EE9.pf,SECURITYHEALTHHOST.EXE,4,2020-09-19 05:10:23.487584,2020-09-19 05:10:23.487584; 2020-09-19 03:39:44.222993; 2020-09-19 03:39:37.660590; 2020-09-19 03:39:47.254557; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,48
SECURITYHEALTHSERVICE.EXE-91B5FB98.pf,SECURITYHEALTHSERVICE.EXE,4,2020-09-19 01:07:49.927579,2020-09-19 01:07:49.927579; 2020-09-18 23:00:15.111287; 2020-09-18 22:44:48.144943; 2020-09-18 21:40:47.815863; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,73
SECURITYHEALTHSYSTRAY.EXE-E527A4AE.pf,SECURITYHEALTHSYSTRAY.EXE,8,2020-09-19 05:08:33.578208,2020-09-19 05:08:33.578208; 2020-09-19 01:07:49.896449; 2020-09-18 23:00:14.986272; 2020-09-18 22:53:04.299898; 2020-09-18 22:47:14.393950; 2020-09-18 22:44:48.113215; 2020-09-18 21:40:47.736415; 2020-09-18 05:51:31.795047,37
SETTINGSYNCHOST.EXE-0130E42A.pf,SETTINGSYNCHOST.EXE,4,2020-09-19 03:36:40.347664,2020-09-19 03:36:40.347664; 2020-09-18 22:47:02.815952; 2020-09-18 22:44:35.706857; 2020-09-18 05:51:20.362036; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,37
SETUP64.EXE-6C6157AB.pf,SETUP64.EXE,1,2020-09-18 05:52:04.947404,2020-09-18 05:52:04.947404; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,43
SGRMBROKER.EXE-32481FEB.pf,SGRMBROKER.EXE,2,2020-09-18 23:01:38.887340,2020-09-18 23:01:38.887340; 2020-09-18 05:48:48.049423; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,22
SHELLEXPERIENCEHOST.EXE-742D3712.pf,SHELLEXPERIENCEHOST.EXE,3,2020-09-19 05:08:59.345376,2020-09-19 05:08:59.345376; 2020-09-19 03:39:47.503971; 2020-09-18 05:51:23.846478; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,143
SIHOST.EXE-115B507F.pf,SIHOST.EXE,4,2020-09-19 05:08:15.920576,2020-09-19 05:08:15.920576; 2020-09-19 03:15:59.092850; 2020-09-18 22:46:41.019586; 2020-09-18 05:49:40.300425; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,88
SLUI.EXE-3E441AEE.pf,SLUI.EXE,5,2020-09-18 04:58:16.642173,2020-09-18 04:58:16.642173; 2020-09-18 04:58:03.236161; 2020-09-18 05:57:59.845864; 2020-09-18 05:58:01.299040; 2020-09-18 05:51:26.739455; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,96
SMARTSCREEN.EXE-EACC1250.pf,SMARTSCREEN.EXE,5,2020-09-19 05:08:33.515667,2020-09-19 05:08:33.515667; 2020-09-19 03:16:17.624407; 2020-09-19 01:07:49.833752; 2020-09-18 22:52:59.253469; 2020-09-18 21:40:47.673724; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,112
SMSS.EXE-B5B810DB.pf,SMSS.EXE,5,2020-09-19 03:36:23.016226,2020-09-19 03:36:23.016226; 2020-09-19 03:17:00.811897; 2020-09-18 22:52:31.143581; 2020-09-18 22:45:55.956786; 2020-09-18 05:49:38.503261; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,11
SNIPPINGTOOL.EXE-B23F9DB3.pf,SNIPPINGTOOL.EXE,1,2020-09-19 05:09:09.150531,2020-09-19 05:09:09.150531; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,67
SPPEXTCOMOBJ.EXE-7D45A1AB.pf,SPPEXTCOMOBJ.EXE,1,2020-09-18 05:51:26.546706,2020-09-18 05:51:26.546706; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,38
SPPSVC.EXE-96070FE0.pf,SPPSVC.EXE,8,2020-09-19 05:12:53.615246,2020-09-19 05:12:53.615246; 2020-09-19 04:42:53.239573; 2020-09-19 04:12:52.919065; 2020-09-19 03:42:52.429225; 2020-09-19 01:54:11.645780; 2020-09-19 01:31:21.388523; 2020-09-18 23:01:45.455655; 2020-09-18 22:47:39.893308,49
STARTMENUEXPERIENCEHOST.EXE-E7421EF8.pf,STARTMENUEXPERIENCEHOST.EXE,5,2020-09-19 03:36:37.894914,2020-09-19 03:36:37.894914; 2020-09-19 01:07:37.255810; 2020-09-18 23:00:01.969247; 2020-09-18 22:44:26.266295; 2020-09-18 05:50:06.128469; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,332
SVCHOST.EXE-12871F9D.pf,SVCHOST.EXE,3,2020-09-19 05:08:15.936255,2020-09-19 05:08:15.936255; 2020-09-19 03:15:59.124132; 2020-09-18 22:46:41.019586; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,218
SVCHOST.EXE-15A68A42.pf,SVCHOST.EXE,2,2020-09-18 23:01:45.752573,2020-09-18 23:01:45.752573; 2020-09-18 05:48:49.924396; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,50
SVCHOST.EXE-38C6A0A6.pf,SVCHOST.EXE,4,2020-09-18 23:01:38.700605,2020-09-18 23:01:38.700605; 2020-09-18 22:52:44.253140; 2020-09-18 21:42:24.736264; 2020-09-18 05:48:45.720799; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,115
SVCHOST.EXE-48571A44.pf,SVCHOST.EXE,3,2020-09-19 03:36:33.473356,2020-09-19 03:36:33.473356; 2020-09-18 22:46:47.378720; 2020-09-18 05:49:56.034017; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,54
SVCHOST.EXE-4E8E9E20.pf,SVCHOST.EXE,2,2020-09-19 01:31:39.069461,2020-09-19 01:31:39.069461; 2020-09-18 05:49:09.606477; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,77
SVCHOST.EXE-508F55FA.pf,SVCHOST.EXE,1,2020-09-18 21:42:16.298332,2020-09-18 21:42:16.298332; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,41
SVCHOST.EXE-509E2EBB.pf,SVCHOST.EXE,2,2020-09-18 22:53:44.597383,2020-09-18 22:53:44.597383; 2020-09-18 21:41:48.673527; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,59
SVCHOST.EXE-5D15888E.pf,SVCHOST.EXE,3,2020-09-19 05:08:16.451930,2020-09-19 05:08:16.451930; 2020-09-19 03:51:26.551937; 2020-09-19 03:16:00.061758; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,239
SVCHOST.EXE-67EC2DA7.pf,SVCHOST.EXE,1,2020-09-19 01:34:09.857262,2020-09-19 01:34:09.857262; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,33
SVCHOST.EXE-6A249820.pf,SVCHOST.EXE,3,2020-09-19 05:18:23.768526,2020-09-19 05:18:23.768526; 2020-09-19 03:46:42.474322; 2020-09-18 05:49:18.044905; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,36
SVCHOST.EXE-7C364D53.pf,SVCHOST.EXE,1,2020-09-18 05:48:19.572431,2020-09-18 05:48:19.572431; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,40
SVCHOST.EXE-82D6810D.pf,SVCHOST.EXE,1,2020-09-18 22:53:07.878039,2020-09-18 22:53:07.878039; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,81
SVCHOST.EXE-93307742.pf,SVCHOST.EXE,2,2020-09-19 05:08:16.436204,2020-09-19 05:08:16.436204; 2020-09-19 03:16:00.046010; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,59
SVCHOST.EXE-B6CF74F4.pf,SVCHOST.EXE,1,2020-09-18 05:47:59.216715,2020-09-18 05:47:59.216715; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,78
SVCHOST.EXE-BC9FA7C9.pf,SVCHOST.EXE,2,2020-09-18 05:51:12.565029,2020-09-18 05:51:12.565029; 2020-09-18 05:47:57.913356; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,57
SVCHOST.EXE-BF3D5CA5.pf,SVCHOST.EXE,1,2020-09-18 05:48:06.473396,2020-09-18 05:48:06.473396; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,40
SVCHOST.EXE-DAF72364.pf,SVCHOST.EXE,1,2020-09-19 01:31:23.478847,2020-09-19 01:31:23.478847; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,81
SVCHOST.EXE-DF144105.pf,SVCHOST.EXE,3,2020-09-19 05:08:58.453153,2020-09-19 05:08:58.453153; 2020-09-19 03:36:23.972794; 2020-09-18 05:49:39.924448; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,48
SVCHOST.EXE-FDC3FC8E.pf,SVCHOST.EXE,5,2020-09-18 23:01:45.845868,2020-09-18 23:01:45.845868; 2020-09-18 22:52:31.534356; 2020-09-18 22:47:39.393401; 2020-09-18 22:45:56.269321; 2020-09-18 05:48:49.861397; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,34
SYSTEMSETTINGS.EXE-BE0858C5.pf,SYSTEMSETTINGS.EXE,6,2020-09-19 03:16:17.233841,2020-09-19 03:16:17.233841; 2020-09-18 22:52:58.596859; 2020-09-18 22:51:19.112278; 2020-09-18 21:41:09.774937; 2020-09-18 05:56:30.845766; 2020-09-18 05:55:04.705618; 1601-01-01 00:00:00; 1601-01-01 00:00:00,448
SYSTEMSETTINGSADMINFLOWS.EXE-F74198E7.pf,SYSTEMSETTINGSADMINFLOWS.EXE,3,2020-09-18 22:54:25.003145,2020-09-18 22:54:25.003145; 2020-09-18 22:53:03.581144; 2020-09-18 21:41:42.563509; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,132
TASKHOSTW.EXE-2E5D4B75.pf,TASKHOSTW.EXE,24,2020-09-19 05:13:16.583734,2020-09-19 05:13:16.583734; 2020-09-19 05:08:16.030375; 2020-09-19 03:49:45.272987; 2020-09-19 03:41:26.474340; 2020-09-19 03:37:32.489004; 2020-09-19 03:26:17.593453; 2020-09-19 03:15:59.217758; 2020-09-19 01:39:12.828175,92
TASKKILL.EXE-BE180FC8.pf,TASKKILL.EXE,1,2020-09-18 22:52:53.003058,2020-09-18 22:52:53.003058; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,47
TEXTINPUTHOST.EXE-00AD3017.pf,TEXTINPUTHOST.EXE,8,2020-09-19 03:39:12.707933,2020-09-19 03:39:12.707933; 2020-09-19 03:16:14.155900; 2020-09-19 01:08:12.005757; 2020-09-18 23:00:25.900555; 2020-09-18 22:52:59.706159; 2020-09-18 22:44:22.329387; 2020-09-18 05:53:49.248690; 2020-09-18 05:48:08.365971,131
TIWORKER.EXE-B4BCBCB8.pf,TIWORKER.EXE,2,2020-09-19 03:51:26.490179,2020-09-19 03:51:26.490179; 2020-09-18 04:58:17.064395; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,405
TRUSTEDINSTALLER.EXE-766EFF52.pf,TRUSTEDINSTALLER.EXE,2,2020-09-19 03:51:26.473896,2020-09-19 03:51:26.473896; 2020-09-18 05:49:10.997439; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,33
UPDATEPLATFORM.EXE-C973671D.pf,UPDATEPLATFORM.EXE,1,2020-09-18 22:52:46.925611,2020-09-18 22:52:46.925611; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,53
USERINIT.EXE-5114915C.pf,USERINIT.EXE,3,2020-09-19 05:08:16.217512,2020-09-19 05:08:16.217512; 2020-09-19 03:15:59.843395; 2020-09-18 22:46:41.331863; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,25
USEROOBEBROKER.EXE-65584ADF.pf,USEROOBEBROKER.EXE,1,2020-09-18 05:49:09.432421,2020-09-18 05:49:09.432421; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,35
VCREDIST_X64.EXE-0C618270.pf,VCREDIST_X64.EXE,1,2020-09-18 05:52:33.197550,2020-09-18 05:52:33.197550; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,48
VCREDIST_X64.EXE-6C0F7285.pf,VCREDIST_X64.EXE,1,2020-09-18 05:52:33.369565,2020-09-18 05:52:33.369565; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,135
VCREDIST_X86.EXE-7DFD89B3.pf,VCREDIST_X86.EXE,1,2020-09-18 05:52:09.790734,2020-09-18 05:52:09.790734; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,137
VCREDIST_X86.EXE-FDF1D9F4.pf,VCREDIST_X86.EXE,1,2020-09-18 05:52:09.150348,2020-09-18 05:52:09.150348; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,49
VC_REDIST.X64.EXE-3C963723.pf,VC_REDIST.X64.EXE,1,2020-09-18 05:52:34.275452,2020-09-18 05:52:34.275452; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,80
VC_REDIST.X86.EXE-0696732B.pf,VC_REDIST.X86.EXE,1,2020-09-18 05:52:13.509481,2020-09-18 05:52:13.509481; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,81
VERCLSID.EXE-AB0FD091.pf,VERCLSID.EXE,2,2020-09-19 03:36:48.020128,2020-09-19 03:36:48.020128; 2020-09-18 05:51:45.966698; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,31
VGAUTHSERVICE.EXE-779D9D39.pf,VGAUTHSERVICE.EXE,1,2020-09-18 05:53:15.197151,2020-09-18 05:53:15.197151; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,65
VM3DSERVICE.EXE-F9D7A5D4.pf,VM3DSERVICE.EXE,7,2020-09-19 05:08:34.031991,2020-09-19 05:08:34.031991; 2020-09-19 01:07:50.381168; 2020-09-18 23:00:15.440206; 2020-09-18 22:53:04.753833; 2020-09-18 22:47:14.846319; 2020-09-18 22:44:48.551188; 2020-09-18 21:40:48.533274; 1601-01-01 00:00:00,31
VMTOOLSD.EXE-90328040.pf,VMTOOLSD.EXE,9,2020-09-19 05:08:34.500027,2020-09-19 05:08:34.500027; 2020-09-19 01:07:50.740359; 2020-09-18 23:00:15.908697; 2020-09-18 22:53:05.206155; 2020-09-18 22:47:15.190455; 2020-09-18 22:44:49.050641; 2020-09-18 21:40:49.128556; 2020-09-18 05:53:47.682655,526
VMWARERESOLUTIONSET.EXE-38A925F2.pf,VMWARERESOLUTIONSET.EXE,4,2020-09-18 23:09:49.359063,2020-09-18 23:09:49.359063; 2020-09-18 23:07:23.231412; 2020-09-18 05:54:24.367496; 2020-09-18 05:53:50.772652; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,56
WINDOWS.WARP.JITSERVICE.EXE-4173FF0A.pf,WINDOWS.WARP.JITSERVICE.EXE,1,2020-09-18 05:51:12.705763,2020-09-18 05:51:12.705763; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,20
WINLOGON.EXE-DEDDC9B6.pf,WINLOGON.EXE,5,2020-09-19 03:36:23.031709,2020-09-19 03:36:23.031709; 2020-09-19 03:17:00.874732; 2020-09-18 22:52:31.315518; 2020-09-18 22:45:56.019353; 2020-09-18 05:49:38.643102; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,72
WLRMDR.EXE-A7C36FDD.pf,WLRMDR.EXE,9,2020-09-19 05:08:46.204968,2020-09-19 05:08:46.204968; 2020-09-19 03:36:56.447183; 2020-09-19 03:16:29.843591; 2020-09-19 01:08:05.865335; 2020-09-18 23:00:28.766407; 2020-09-18 22:53:20.004267; 2020-09-18 21:41:14.339369; 2020-09-18 05:50:11.252880,24
WMIADAP.EXE-BB21CD77.pf,WMIADAP.EXE,4,2020-09-18 23:03:37.393621,2020-09-18 23:03:37.393621; 2020-09-18 22:46:39.583804; 2020-09-18 05:54:39.865794; 2020-09-18 05:50:44.894982; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,42
WMIAPSRV.EXE-FC8436DD.pf,WMIAPSRV.EXE,6,2020-09-18 23:02:06.893024,2020-09-18 23:02:06.893024; 2020-09-18 23:02:06.564858; 2020-09-18 22:45:07.581819; 2020-09-18 22:45:07.410083; 2020-09-18 21:40:50.329998; 2020-09-18 05:54:35.965593; 1601-01-01 00:00:00; 1601-01-01 00:00:00,45
WMIPRVSE.EXE-E8B8DD29.pf,WMIPRVSE.EXE,6,2020-09-19 05:09:13.948735,2020-09-19 05:09:13.948735; 2020-09-19 01:31:24.165951; 2020-09-18 21:40:45.095678; 2020-09-18 05:53:51.148584; 2020-09-18 05:47:35.221085; 2020-09-18 05:47:32.812380; 1601-01-01 00:00:00; 1601-01-01 00:00:00,161
WOWREG32.EXE-CC9C92C1.pf,WOWREG32.EXE,1,2020-09-18 05:53:38.701115,2020-09-18 05:53:38.701115; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,33
WSCRIPT.EXE-3FF4D889.pf,WSCRIPT.EXE,1,2020-09-19 01:08:25.440019,2020-09-19 01:08:25.440019; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,76
WUAUCLT.EXE-5D573F0E.pf,WUAUCLT.EXE,1,2020-09-18 22:52:46.846897,2020-09-18 22:52:46.846897; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,47
WUDFHOST.EXE-DEBBE5F1.pf,WUDFHOST.EXE,2,2020-09-19 05:08:59.422692,2020-09-19 05:08:59.422692; 2020-09-19 03:36:23.234730; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,73
WWAHOST.EXE-65FEAD56.pf,WWAHOST.EXE,2,2020-09-18 21:41:37.133677,2020-09-18 21:41:37.133677; 2020-09-18 05:47:24.905210; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,385
WWAHOST.EXE-C833417E.pf,WWAHOST.EXE,2,2020-09-18 22:53:53.456176,2020-09-18 22:53:53.456176; 2020-09-18 21:41:56.141607; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00; 1601-01-01 00:00:00,254
